Angle, CurrentLapTime, Damage, DistanceFromStart, DistanceCovered, FuelLevel, Gear, LastLapTime, Opponent_1,Opponent_2,Opponent_3,Opponent_4,Opponent_5,Opponent_6,Opponent_7,Opponent_8,Opponent_9,Opponent_10,Opponent_11,Opponent_12,Opponent_13,Opponent_14,Opponent_15,Opponent_16,Opponent_17,Opponent_18,Opponent_19,Opponent_20,Opponent_21,Opponent_22,Opponent_23,Opponent_24,Opponent_25,Opponent_26,Opponent_27,Opponent_28,Opponent_29,Opponent_30,Opponent_31,Opponent_32,Opponent_33,Opponent_34,Opponent_35,Opponent_36,RacePosition, RPM, SpeedX, SpeedY, SpeedZ, Track_1,Track_2,Track_3,Track_4,Track_5,Track_6,Track_7,Track_8,Track_9,Track_10,Track_11,Track_12,Track_13,Track_14,Track_15,Track_16,Track_17,Track_18,Track_19,TrackPosition, WheelSpinVelocity_1,WheelSpinVelocity_2,WheelSpinVelocity_3,WheelSpinVelocity_4,Z,Focus_1,Focus_2,Focus_3,Focus_4,Focus_5,Acceleration,Braking,Clutch,Gear,Steering
0.00217741,-0.982,1.0,2862.59,0.0,94.0,0,0.0,200.0,200.0,200.0,200.0,14.1509,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,14.1848,200.0,200.0,31.6922,19.986,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,10,942.478,0.00143872,0.103355,-0.030635,19.9733,20.6899,26.121,34.931,58.7495,77.8031,116.46,200.0,200.0,200.0,200.0,112.25,57.0375,38.4282,29.142,17.427,13.0652,10.3744,10.0268,-0.331549,0.0,0.0,0.0,0.0,0.345491,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.6399999856948853,1,0.04313197731971741
0.00217741,-0.962,1.0,2862.59,0.0,94.0,0,0.0,200.0,200.0,200.0,200.0,14.1509,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,14.1848,200.0,200.0,31.6922,19.986,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,10,942.478,0.00143872,0.103355,-0.030635,19.9733,20.6899,26.121,34.931,58.7495,77.8031,116.46,200.0,200.0,200.0,200.0,112.25,57.0375,38.4282,29.142,17.427,13.0652,10.3744,10.0268,-0.331549,0.0,0.0,0.0,0.0,0.345491,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.6399999856948853,1,0.021690044552087784
0.00217741,-0.942,1.0,2862.59,0.0,94.0,0,0.0,200.0,200.0,200.0,200.0,14.1509,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,14.1848,200.0,200.0,31.6922,19.986,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,10,942.478,0.00143872,0.103355,-0.030635,19.9733,20.6899,26.121,34.931,58.7495,77.8031,116.46,200.0,200.0,200.0,200.0,112.25,57.0375,38.4282,29.142,17.427,13.0652,10.3744,10.0268,-0.331549,0.0,0.0,0.0,0.0,0.345491,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.6399999856948853,1,0.021690044552087784
0.00217741,-0.922,1.0,2862.59,0.0,94.0,0,0.0,200.0,200.0,200.0,200.0,14.1509,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,14.1848,200.0,200.0,31.6922,19.986,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,10,1100.33,0.00143872,0.103355,-0.030635,19.9733,20.6899,26.121,34.931,58.7495,77.8031,116.46,200.0,200.0,200.0,200.0,112.25,57.0375,38.4282,29.142,17.427,13.0652,10.3744,10.0268,-0.331549,0.0,0.0,0.0,0.0,0.345491,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.6399999856948853,1,0.021690044552087784
0.00217741,-0.902,1.0,2862.59,0.0,93.9999,0,0.0,200.0,200.0,200.0,200.0,14.1509,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,14.1848,200.0,200.0,31.6922,19.986,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,10,1263.95,0.00143872,0.103355,-0.030635,19.9733,20.6899,26.121,34.931,58.7495,77.8031,116.46,200.0,200.0,200.0,200.0,112.25,57.0375,38.4282,29.142,17.427,13.0652,10.3744,10.0268,-0.331549,0.0,0.0,0.0,0.0,0.345491,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.6399999856948853,1,0.021690044552087784
0.00217741,-0.882,1.0,2862.59,0.0,93.9998,0,0.0,200.0,200.0,200.0,200.0,14.1509,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,14.1848,200.0,200.0,31.6922,19.986,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,10,1432.32,0.00143872,0.103355,-0.030635,19.9733,20.6899,26.121,34.931,58.7495,77.8031,116.46,200.0,200.0,200.0,200.0,112.25,57.0375,38.4282,29.142,17.427,13.0652,10.3744,10.0268,-0.331549,0.0,0.0,0.0,0.0,0.345491,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.6399999856948853,1,0.021690044552087784
0.00217741,-0.862,1.0,2862.59,0.0,93.9997,0,0.0,200.0,200.0,200.0,200.0,14.1509,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,14.1848,200.0,200.0,31.6922,19.986,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,10,1605.57,0.00143872,0.103355,-0.030635,19.9733,20.6899,26.121,34.931,58.7495,77.8031,116.46,200.0,200.0,200.0,200.0,112.25,57.0375,38.4282,29.142,17.427,13.0652,10.3744,10.0268,-0.331549,0.0,0.0,0.0,0.0,0.345491,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.6399999856948853,1,0.021690044552087784
0.00217741,-0.842,1.0,2862.59,0.0,93.9997,0,0.0,200.0,200.0,200.0,200.0,14.1509,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,14.1848,200.0,200.0,31.6922,19.986,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,10,1783.85,0.00143872,0.103355,-0.030635,19.9733,20.6899,26.121,34.931,58.7495,77.8031,116.46,200.0,200.0,200.0,200.0,112.25,57.0375,38.4282,29.142,17.427,13.0652,10.3744,10.0268,-0.331549,0.0,0.0,0.0,0.0,0.345491,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.6399999856948853,1,0.021690044552087784
0.00217741,-0.822,1.0,2862.59,0.0,93.9996,0,0.0,200.0,200.0,200.0,200.0,14.1509,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,14.1848,200.0,200.0,31.6922,19.986,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,10,1967.31,0.00143872,0.103355,-0.030635,19.9733,20.6899,26.121,34.931,58.7495,77.8031,116.46,200.0,200.0,200.0,200.0,112.25,57.0375,38.4282,29.142,17.427,13.0652,10.3744,10.0268,-0.331549,0.0,0.0,0.0,0.0,0.345491,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.6399999856948853,1,0.021690044552087784
0.00217741,-0.802,1.0,2862.59,0.0,93.9995,0,0.0,200.0,200.0,200.0,200.0,14.1509,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,14.1848,200.0,200.0,31.6922,19.986,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,10,2156.5,0.00143872,0.103355,-0.030635,19.9733,20.6899,26.121,34.931,58.7495,77.8031,116.46,200.0,200.0,200.0,200.0,112.25,57.0375,38.4282,29.142,17.427,13.0652,10.3744,10.0268,-0.331549,0.0,0.0,0.0,0.0,0.345491,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.6399999856948853,1,0.021690044552087784
