timestamp,lap_number,lap_time,race_position,SpeedX,SpeedY,SpeedZ,RPM,Gear,Angle,TrackPosition,track_edge_dist,Track_1,Track_2,Track_3,Track_4,Track_5,Track_6,Track_7,Track_8,Track_9,Track_10,Track_11,Track_12,Track_13,Track_14,Track_15,Track_16,Track_17,Track_18,Track_19,Opponent_1,Opponent_2,Opponent_3,Opponent_4,Opponent_5,Opponent_6,Opponent_7,Opponent_8,Opponent_9,Opponent_10,Opponent_11,Opponent_12,Opponent_13,Opponent_14,Opponent_15,Opponent_16,Opponent_17,Opponent_18,Opponent_19,Opponent_20,Opponent_21,Opponent_22,Opponent_23,Opponent_24,Opponent_25,Opponent_26,Opponent_27,Opponent_28,Opponent_29,Opponent_30,Opponent_31,Opponent_32,Opponent_33,Opponent_34,Opponent_35,Opponent_36,Acceleration,Braking,Steering,Clutch,track_name,race_type,car_type,DistanceFromStart,DistanceCovered,session_id,session_start_time
2.716698169708252,0,0.0,1,-0.00167518,0.00186722,0.00297884,942.478,0,-0.0133688,0.333334,,4.00035,4.12669,4.58383,5.58272,7.81963,11.2818,14.7216,21.4134,39.8145,200.0,108.356,49.8544,32.5358,24.2846,16.3808,11.468,9.3103,8.31273,8.00072,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,0.0,0.0,-0.22922874771771765,0.0,unknown,unknown,unknown,4183.37,0.0,20250510_190246,2025-05-10 19:02:46
2.737940788269043,0,0.0,1,-0.00167518,0.00186722,0.00297884,942.478,0,-0.0133688,0.333334,,4.00035,4.12669,4.58383,5.58272,7.81963,11.2818,14.7216,21.4134,39.8145,200.0,108.356,49.8544,32.5358,24.2846,16.3808,11.468,9.3103,8.31273,8.00072,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,0.0,0.0,-0.22922874771771765,0.0,unknown,unknown,unknown,4183.37,0.0,20250510_190246,2025-05-10 19:02:46
2.769649028778076,0,0.0,1,-0.00167518,0.00186722,0.00297884,942.478,0,-0.0133688,0.333334,,4.00035,4.12669,4.58383,5.58272,7.81963,11.2818,14.7216,21.4134,39.8145,200.0,108.356,49.8544,32.5358,24.2846,16.3808,11.468,9.3103,8.31273,8.00072,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,0.0,0.0,-0.22922874771771765,0.0,unknown,unknown,unknown,4183.37,0.0,20250510_190246,2025-05-10 19:02:46
2.803814649581909,0,0.0,1,-0.00167518,0.00186722,0.00297884,942.478,0,-0.0133688,0.333334,,4.00035,4.12669,4.58383,5.58272,7.81963,11.2818,14.7216,21.4134,39.8145,200.0,108.356,49.8544,32.5358,24.2846,16.3808,11.468,9.3103,8.31273,8.00072,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,0.0,0.0,-0.22922874771771765,0.0,unknown,unknown,unknown,4183.37,0.0,20250510_190246,2025-05-10 19:02:46
2.810645580291748,0,0.0,1,-0.00167518,0.00186722,0.00297884,942.478,0,-0.0133688,0.333334,,4.00035,4.12669,4.58383,5.58272,7.81963,11.2818,14.7216,21.4134,39.8145,200.0,108.356,49.8544,32.5358,24.2846,16.3808,11.468,9.3103,8.31273,8.00072,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,0.0,0.0,-0.22922874771771765,0.0,unknown,unknown,unknown,4183.37,0.0,20250510_190246,2025-05-10 19:02:46
2.8381705284118652,0,0.0,1,-0.00167518,0.00186722,0.00297884,942.478,0,-0.0133688,0.333334,,4.00035,4.12669,4.58383,5.58272,7.81963,11.2818,14.7216,21.4134,39.8145,200.0,108.356,49.8544,32.5358,24.2846,16.3808,11.468,9.3103,8.31273,8.00072,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,0.0,0.0,-0.22922874771771765,0.0,unknown,unknown,unknown,4183.37,0.0,20250510_190246,2025-05-10 19:02:46
2.8438949584960938,0,0.0,1,-0.00167518,0.00186722,0.00297884,942.478,0,-0.0133688,0.333334,,4.00035,4.12669,4.58383,5.58272,7.81963,11.2818,14.7216,21.4134,39.8145,200.0,108.356,49.8544,32.5358,24.2846,16.3808,11.468,9.3103,8.31273,8.00072,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,0.0,0.0,-0.22922874771771765,0.0,unknown,unknown,unknown,4183.37,0.0,20250510_190246,2025-05-10 19:02:46
2.8712284564971924,0,0.0,1,-0.00167518,0.00186722,0.00297884,942.478,0,-0.0133688,0.333334,,4.00035,4.12669,4.58383,5.58272,7.81963,11.2818,14.7216,21.4134,39.8145,200.0,108.356,49.8544,32.5358,24.2846,16.3808,11.468,9.3103,8.31273,8.00072,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,0.0,0.0,-0.22922874771771765,0.0,unknown,unknown,unknown,4183.37,0.0,20250510_190246,2025-05-10 19:02:46
2.8933980464935303,0,0.0,1,-0.00167518,0.00186722,0.00297884,942.478,0,-0.0133688,0.333334,,4.00035,4.12669,4.58383,5.58272,7.81963,11.2818,14.7216,21.4134,39.8145,200.0,108.356,49.8544,32.5358,24.2846,16.3808,11.468,9.3103,8.31273,8.00072,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,0.0,0.0,-0.22922874771771765,0.0,unknown,unknown,unknown,4183.37,0.0,20250510_190246,2025-05-10 19:02:46
2.923713445663452,0,0.0,1,-0.00167518,0.00186722,0.00297884,942.478,0,-0.0133688,0.333334,,4.00035,4.12669,4.58383,5.58272,7.81963,11.2818,14.7216,21.4134,39.8145,200.0,108.356,49.8544,32.5358,24.2846,16.3808,11.468,9.3103,8.31273,8.00072,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,0.0,0.0,-0.22922874771771765,0.0,unknown,unknown,unknown,4183.37,0.0,20250510_190246,2025-05-10 19:02:46
